DATASET,GAME_ID,DATE,TEAM,VENUE,Q1,Q2,Q3,Q4,OT1,OT2,OT3,OT4,OT5,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,"TO
TO",BL,PTS,POSS,PACE,OEFF,DEFF,"TEAM
REST DAYS",STARTING LINEUPS,,,,,MAIN REF,CREW,OPENING ODDS,OPENING SPREAD,OPENING TOTAL,"LINE 
MOVEMENT #1","LINE 
MOVEMENT #2","LINE 
MOVEMENT #3","CLOSING
ODDS",CLOSING SPREAD,CLOSING TOTAL,MONEYLINE,HALFTIME,"BOX SCORE
URL","ODDS
URL"
NBA 2018-2019 Regular Season,21801191,4/5/19,Cleveland,R,26,23,35,30,,,,,,114,240,43,97,7,30,21,23,12,36,48,21,11,9,5,7,1,114,98.5,98.5,115.8,121.9,B2B,Cedi Osman,Larry Nance Jr.,Tristan Thompson,Brandon Knight,Collin Sexton,Ken Mauer,Tony Brown,225,17,225,224.5,225.5,226,225,15.5,225,1175,113,,
NBA 2018-2019 Regular Season,21801191,4/5/19,Golden State,H,36,32,31,21,,,,,,120,240,46,87,20,37,8,8,4,34,38,29,21,2,13,13,8,120,98.5,98.5,121.9,115.8,3IN4-B2B,Kevin Durant,Draymond Green,Andrew Bogut,Klay Thompson,Stephen Curry,,Leroy Richardson,-17,-17,225,-21,-15.5, -15.5 -12,-15.5,-15.5,225,-2500,-4,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801192,4/5/19,LA Lakers,R,35,26,23,38,,,,,,122,240,43,96,14,32,22,27,14,41,55,28,24,8,14,14,10,122,107,107,114,109.4,3IN4-B2B,Alex Caruso,Moritz Wagner,JaVale McGee,Kentavious Caldwell-Pope,Rajon Rondo,Scott Foster,Mitchell Ervin,229.5,11.5,229.5,227.5,228,227,228,11.5,228,562,112,,
NBA 2018-2019 Regular Season,21801192,4/5/19,LA Clippers,H,30,37,19,31,,,,,,117,240,40,91,10,29,27,31,7,38,45,29,22,7,11,13,8,117,107,107,109.4,114,1,Garrett Temple,Danilo Gallinari,Ivica Zubac,Landry Shamet,Shai Gilgeous-Alexander,,Brian Forte,-18.5,-11.5,229.5,-11,-11.5, -11.5 -11,-11.5,-11.5,228,-800,-5.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801193,4/6/19,Brooklyn,R,34,32,42,25,,,,,,133,240,48,97,19,45,18,23,12,31,43,25,19,7,10,10,0,133,103.5,103.5,128.5,123.7,2,DeMarre Carroll,Rodions Kurucs,Jarrett Allen,Joe Harris,D'Angelo Russell,Marat Kogut,James Williams,233,7,233,235,234.5,235.5,236,3.5,236,135,120,,
NBA 2018-2019 Regular Season,21801193,4/6/19,Milwaukee,H,26,39,31,32,,,,,,128,240,49,88,16,34,14,21,6,37,43,28,18,7,14,14,4,128,103.5,103.5,123.7,128.5,1,Khris Middleton,D.J. Wilson,Brook Lopez,Sterling Brown,Eric Bledsoe,,Kane Fitzgerald,-7,-7,233,-4,-9,-3.5,-8.5,-3.5,236,-155,-2,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801194,4/6/19,Philadelphia,R,24,33,29,30,,,,,,116,240,46,88,9,27,15,26,10,44,54,25,14,5,10,10,5,116,96.5,96.5,120.2,99.5,3IN4,Tobias Harris,Mike Scott,Joel Embiid,JJ Redick,Ben Simmons,Rodney Mott,Jason Goldenberg,-9,-9,226,-10,-15.5,-10.5,-15.5,-10.5,228,-612,-3.5,,
NBA 2018-2019 Regular Season,21801194,4/6/19,Chicago,H,20,29,19,28,,,,,,96,240,38,89,8,25,12,15,7,31,38,22,22,4,8,8,3,96,96.5,96.5,99.5,120.2,2,Shaquille Harrison,Wayne Selden,Robin Lopez,Rawle Alkins,Walter Lemon Jr.,,Curtis Blair,226,9,226,227,228,227,228,10.5,228,454,110.5o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801195,4/7/19,Miami,R,26,31,22,24,6,,,,,109,265,41,100,13,34,14,19,12,43,55,27,22,5,11,12,2,109,105.1,95.2,103.7,111.3,1,Justise Winslow,Kelly Olynyk,Bam Adebayo,Dion Waiters,Goran Dragic,Michael Smith,Eric Lewis,214.5,6.5,214.5,214u13,214.5,215.5,214.5,5.5,214.5,192,105.5o15,,
NBA 2018-2019 Regular Season,21801195,4/7/19,Toronto,H,25,25,28,25,14,,,,,117,265,39,87,16,41,23,27,4,43,47,26,17,7,11,11,5,117,105.1,95.2,111.3,103.7,1,Kawhi Leonard,Pascal Siakam,Marc Gasol,Danny Green,Kyle Lowry,,Derrick Collins,-6.5,-6.5,214.5,-10.5,-5.5, -5.5 -05,-23.5,-5.5,214.5,-230,-5.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801196,4/7/19,San Antonio,R,24,38,17,33,,,,,,112,240,43,82,9,22,17,22,11,38,49,27,18,10,18,18,5,112,96.6,96.6,116,93.2,1,DeMar DeRozan,LaMarcus Aldridge,Jakob Poeltl,Bryn Forbes,Derrick White,Ron Garretson,Ray Acosta,-9,-9,219,-14,-8.5, -8.5 -08,-9,-9,219,-400,-5.5,,
NBA 2018-2019 Regular Season,21801196,4/7/19,Cleveland,H,24,22,17,27,,,,,,90,240,31,79,8,29,20,27,10,25,35,16,16,14,17,18,1,90,96.6,96.6,93.2,116,3IN4,Cedi Osman,Larry Nance Jr.,Channing Frye,Brandon Knight,Collin Sexton,,Jason Phillips,219,9,219,219o12,219,220,219,9,219,317,107,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801197,4/7/19,Oklahoma City,R,38,24,33,37,,,,,,132,240,48,92,14,34,22,26,14,32,46,27,30,6,13,14,4,132,101.5,101.5,130.1,124.2,1,Paul George,Jerami Grant,Steven Adams,Terrance Ferguson,Russell Westbrook,Tony Brothers,Gediminas Petraitis,-4.5,-4.5,230,-21.5,-13.5, -6.5 -08,-6.5,-6.5,229.5,-270,-9,,
NBA 2018-2019 Regular Season,21801197,4/7/19,Minnesota,H,31,29,37,29,,,,,,126,240,46,85,10,23,24,29,6,26,32,29,24,9,13,13,5,126,101.5,101.5,124.2,130.1,1,Andrew Wiggins,Dario Saric,Karl-Anthony Towns,Josh Okogie,Tyus Jones,,Kevin Scott,230,4.5,230,230,230,228.5,229.5,6.5,229.5,222,112o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801198,4/7/19,Charlotte,R,32,28,23,21,,,,,,104,240,38,88,10,31,18,23,8,36,44,23,13,5,5,7,3,104,90.5,90.5,114.9,100.6,1,Nicolas Batum,Miles Bridges,Bismack Biyombo,Dwayne Bacon,Kemba Walker,Ed Malloy,Tyler Ford,214.5,6,214.5,214.5o21,216,217,217.5,6.5,217.5,230,106,,
NBA 2018-2019 Regular Season,21801198,4/7/19,Detroit,H,27,15,33,16,,,,,,91,240,34,92,10,41,13,15,18,37,55,20,18,3,9,9,7,91,90.5,90.5,100.6,114.9,1,Bruce Brown,Blake Griffin,Andre Drummond,Wayne Ellington,Reggie Jackson,,Scott Twardoski,-26,-6,214.5,-26,-26,-26,-21.5,-6.5,217.5,-280,-8,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801199,4/7/19,Brooklyn,R,31,21,30,26,,,,,,108,240,40,88,11,36,17,22,17,35,52,23,13,7,15,16,4,108,94.2,94.2,114.7,102,B2B,DeMarre Carroll,Rodions Kurucs,Jarrett Allen,Joe Harris,D'Angelo Russell,Marc Davis,Brent Barnaky,218,4,218,218,219,220,220.5,3,220.5,120,113.5,,
NBA 2018-2019 Regular Season,21801199,4/7/19,Indiana,H,25,19,25,27,,,,,,96,240,41,85,10,27,4,7,5,28,33,27,18,6,13,13,3,96,94.2,94.2,102,114.7,1,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Wesley Matthews,Darren Collison,,Eric Dalen,-4,-4,218,-3,-7.5,-3,-8,-3,220.5,-140,-18.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801200,4/7/19,Phoenix,R,24,23,30,36,,,,,,113,240,43,93,11,34,16,21,8,34,42,26,18,8,13,13,0,113,104.9,104.9,107.7,142.1,1,Mikal Bridges,Dragan Bender,Ray Spalding,Josh Jackson,Elie Okobo,Scott Wall,David Guthrie,222.5,18.5,222.5,224.5u21,223.5, 223.5u21,222.5,18.5,222.5,1781,108u15,,
NBA 2018-2019 Regular Season,21801200,4/7/19,Houston,H,34,43,40,32,,,,,,149,240,53,100,27,57,16,21,12,40,52,34,16,12,9,9,5,149,104.9,104.9,142.1,107.7,1,Eric Gordon,PJ Tucker,Clint Capela,James Harden,Chris Paul,,Mark Ayotte,-18.5,-18.5,222.5,-33,-18.5, -18.5 -15,-18.5,-18.5,222.5,-7500,-4.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801201,4/7/19,Dallas,R,24,28,31,29,17,,,,,129,265,45,98,12,41,27,34,11,40,51,31,23,4,6,7,5,129,106.6,96.6,121,119.1,1,Justin Jackson,Dirk Nowitzki,Dwight Powell,Courtney Lee,Jalen Brunson,Tom Washington,Phenizee Ransom,210.5,2,210.5,-4,-1, -1.5 -07,-9.5,-1.5,214,-120,-1.5,,
NBA 2018-2019 Regular Season,21801201,4/7/19,Memphis,H,26,30,32,24,15,,,,,127,265,42,98,19,44,24,28,10,43,53,32,24,4,7,9,4,127,106.6,96.6,119.1,121,1,Justin Holiday,Bruno Caboclo,Ivan Rabb,Tyler Dorsey,Delon Wright,,James Williams,-2,-2,210.5,214,214.5, 214.5u27,214,1.5,214,100,105,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801202,4/7/19,Atlanta,R,21,24,27,35,,,,,,107,240,40,100,17,45,10,19,9,39,48,25,28,2,11,11,3,107,107.7,107.7,99.3,106.8,1,Taurean Prince,Isaac Humphries,Alex Len,Kevin Huerter,Jaylen Adams,James Capers,Mousa Dagher,235,10.5,235,234,235, 235.5u15,235,11.5,235,641,113.5,,
NBA 2018-2019 Regular Season,21801202,4/7/19,Milwaukee,H,28,26,31,30,,,,,,115,240,40,91,9,41,26,34,11,50,61,19,23,8,14,14,10,115,107.7,107.7,106.8,99.3,3IN4-B2B,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Sterling Brown,Eric Bledsoe,,Karl Lane,-10.5,-10.5,235,-26,-11.5, -11.5 -06,-18.5,-11.5,235,-953,-4,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801203,4/7/19,Orlando,R,27,21,35,33,,,,,,116,240,41,90,12,33,22,22,11,34,45,29,14,9,14,16,7,116,101.4,101.4,114.4,106.5,1,Jonathan Isaac,Aaron Gordon,Nikola Vucevic,Evan Fournier,D.J. Augustin,Matt Boland,Kevin Cutler,216,5,216,217,218, 218.5u19,218,4,218,151,105.5,,
NBA 2018-2019 Regular Season,21801203,4/7/19,Boston,H,27,25,26,30,,,,,,108,240,42,89,12,31,12,14,6,33,39,28,19,9,13,14,4,108,101.4,101.4,106.5,114.4,1,Jayson Tatum,Al Horford,Aron Baynes,Marcus Smart,Kyrie Irving,,Sean Wright,-5,-5,216,-19,-4, -4 -05,-11,-4,218,-175,-1,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801204,4/7/19,Washington,R,23,33,33,21,,,,,,110,240,43,103,10,34,14,18,21,29,50,24,16,12,8,9,4,110,95,95,115.8,118.9,1,Troy Brown Jr.,Bobby Portis,Thomas Bryant,Bradley Beal,Tomas Satoransky,Pat Fraher,Aaron Smith,-4,-4,226,-4,-4.5,-4,-9,-4,226.5,-170,-1.5,,
NBA 2018-2019 Regular Season,21801204,4/7/19,New York,H,29,23,27,34,,,,,,113,240,41,80,17,34,14,19,7,36,43,24,14,5,15,15,9,113,95,95,118.9,115.8,1,Kevin Knox,Luke Kornet,Mitchell Robinson,Damyean Dotson,Mario Hezonja,,Matt Myers,226,4,226,227.5u20,226.5, 225.5o12,226.5,4,226.5,148,110.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801205,4/7/19,LA Clippers,R,28,27,18,31,,,,,,104,240,38,79,10,19,18,29,6,33,39,26,22,7,20,20,4,104,103.4,103.4,100.6,126.7,1,Lou Williams,Wilson Chandler,Montrezl Harrell,Landry Shamet,Shai Gilgeous-Alexander,JB DeRosa,Tre Maddox,235.5,10.5,235.5,236.5,236.5u11 , 236.5o13,237.5,11,237.5,588,115.5,,
NBA 2018-2019 Regular Season,21801205,4/7/19,Golden State,H,32,30,42,27,,,,,,131,240,53,97,12,37,13,15,11,37,48,34,22,16,9,11,8,131,103.4,103.4,126.7,100.6,3IN4,Kevin Durant,Draymond Green,DeMarcus Cousins,Klay Thompson,Stephen Curry,,John Goble,-10.5,-10.5,235.5,-18.5,-16.5,-11.5,-11,-11,237.5,-850,-19.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801206,4/7/19,Denver,R,25,24,32,27,,,,,,108,240,42,95,13,33,11,20,12,30,42,24,26,9,10,11,4,108,99.6,99.6,108.4,115.5,1,Will Barton,Trey Lyles,Mason Plumlee,Gary Harris,Monte Morris,Scott Foster,Dedric Taylor,217.5,1,217.5,217.5,217,218,219.5,8.5,219.5,337,107.5,,
NBA 2018-2019 Regular Season,21801206,4/7/19,Portland,H,29,31,26,29,,,,,,115,240,41,89,9,28,24,29,17,41,58,22,16,5,16,16,5,115,99.6,99.6,115.5,108.4,1,Maurice Harkless,Al-Farouq Aminu,Enes Kanter,CJ McCollum,Damian Lillard,,J.T. Orr,-1,-1,217.5,-8,-23,-8.5,-20.5,-8.5,219.5,-430,-21.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801207,4/7/19,New Orleans,R,32,34,36,31,,,,,,133,240,52,101,19,42,10,12,14,41,55,28,16,4,15,16,11,133,104.8,104.8,126.9,123.1,1,Kenrich Williams,Christian Wood,Jahlil Okafor,Ian Clark,Elfrid Payton,Leroy Richardson,Ben Taylor,235,9,235,232.5,232.5o11 ,232,232.5,12,232.5,664,114.5,,
NBA 2018-2019 Regular Season,21801207,4/7/19,Sacramento,H,39,29,34,27,,,,,,129,240,50,109,16,40,13,17,16,31,47,27,13,10,6,6,4,129,104.8,104.8,123.1,126.9,3IN4,Harrison Barnes,Nemanja Bjelica,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,,Brian Forte,-9,-9,235,-21,-12, -12 -07,-12,-12,232.5,-1000,-7,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801208,4/7/19,Utah,R,27,32,24,26,,,,,,109,240,38,84,13,42,20,28,10,25,35,25,17,11,11,11,4,109,95.6,95.6,114,118.2,1,Joe Ingles,Thabo Sefolosha,Rudy Gobert,Royce O'Neale,Donovan Mitchell,Ken Mauer,Tony Brown,-11.5,-11.5,216.5,-12,-17,-12,-14,-12,216,-900,-21,,
NBA 2018-2019 Regular Season,21801208,4/7/19,LA Lakers,H,34,20,27,32,,,,,,113,240,46,89,7,25,14,21,16,33,49,28,21,5,16,17,5,113,95.6,95.6,118.2,114,3IN4,Jemerrio Jones,Mike Muscala,JaVale McGee,Kentavious Caldwell-Pope,Alex Caruso,,Leon Wood,216.5,11.5,216.5,217.5u23,216.5, 216.5u16,216,12,216,614,111.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801209,4/9/19,Charlotte,R,33,31,26,34,,,,,,124,240,45,78,22,44,12,17,5,32,37,35,13,8,10,10,7,124,89.8,89.8,138.1,108.1,1,Nicolas Batum,Miles Bridges,Bismack Biyombo,Dwayne Bacon,Kemba Walker,Rodney Mott,Jason Goldenberg,-6,-6,220.5,-23,-14.5, -8.5 -04,-8.5,-8.5,220,-404,-3,,
NBA 2018-2019 Regular Season,21801209,4/9/19,Cleveland,H,31,25,19,22,,,,,,97,240,40,89,11,30,6,8,14,27,41,24,18,3,14,14,2,97,89.8,89.8,108.1,138.1,1,Cedi Osman,Larry Nance Jr.,Ante Zizic,Brandon Knight,Collin Sexton,,Brent Barnaky,220.5,6,220.5,220,219.5, 219.5o23,220,8.5,220,320,108,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801210,4/9/19,Memphis,R,32,25,22,14,,,,,,93,240,33,69,10,24,17,21,7,36,43,19,24,4,21,22,6,93,91.8,91.8,101.3,109,1,Justin Holiday,Bruno Caboclo,Tyler Zeller,Tyler Dorsey,Delon Wright,Eric Lewis,Ray Acosta,209.5,9.5,209.5,211.5u21,210.5,209.5,209,11.5,209,664,103.5o15,,
NBA 2018-2019 Regular Season,21801210,4/9/19,Detroit,H,20,18,26,36,,,,,,100,240,35,88,10,34,20,28,14,26,40,16,21,13,9,9,4,100,91.8,91.8,109,101.3,1,Bruce Brown,Blake Griffin,Andre Drummond,Wayne Ellington,Reggie Jackson,,Kevin Cutler,-9.5,-9.5,209.5,-11.5,-26.5, -11 -15,-11.5,-11.5,209,-1000,-12,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801211,4/9/19,Boston,R,25,38,26,27,,,,,,116,240,45,99,15,44,11,23,13,37,50,27,17,10,5,6,3,116,102.4,102.4,113.2,107.4,1,Semi Ojeleye,Guerschon Yabusele,Robert Williams III,Jaylen Brown,Terry Rozier,Tony Brothers,Mitchell Ervin,224.5,4,224.5,223.5,223,222.5,223.5,5.5,223.5,182,115,,
NBA 2018-2019 Regular Season,21801211,4/9/19,Washington,H,39,25,31,15,,,,,,110,240,41,97,14,39,14,18,13,45,58,28,18,2,15,15,3,110,102.4,102.4,107.4,113.2,1,Troy Brown Jr.,Bobby Portis,Thomas Bryant,Bradley Beal,Tomas Satoransky,,Scott Twardoski,-25,-4,224.5,-19.5,-5, -5 -15,-20.5,-5.5,223.5,-217,-3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801212,4/9/19,Philadelphia,R,20,22,18,39,,,,,,99,240,40,98,5,25,14,16,11,35,46,22,19,11,14,15,0,99,104.5,104.5,94.7,116.7,2,Jimmy Butler,Tobias Harris,Jonah Bolden,Zhaire Smith,Ben Simmons,Tom Washington,Jacyn Goble,220,3.5,220,218.5,219.5,218.5,219,6.5,219,222,106.5,,
NBA 2018-2019 Regular Season,21801212,4/9/19,Miami,H,34,27,30,31,,,,,,122,240,46,87,13,27,17,23,7,37,44,29,18,6,14,15,10,122,104.5,104.5,116.7,94.7,1,Justise Winslow,Kelly Olynyk,Bam Adebayo,Dwyane Wade,Goran Dragic,,Mark Lindsay,-18.5,-3.5,220,-13,-11, -6 -15,-6.5,-6.5,219,-270,2,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801213,4/9/19,New York,R,39,18,17,22,,,,,,96,240,37,93,14,40,8,13,11,50,61,17,16,0,9,9,10,96,95.4,95.4,100.7,90.2,1,Kevin Knox,Luke Kornet,Mitchell Robinson,Damyean Dotson,Dennis Smith Jr.,Derrick Collins,Mousa Dagher,215o21,1.5,215,215,216,215.5,215,2,215,110,105.5,,
NBA 2018-2019 Regular Season,21801213,4/9/19,Chicago,H,24,26,18,18,,,,,,86,240,30,83,7,22,19,29,6,44,50,14,18,7,7,7,4,86,95.4,95.4,90.2,100.7,2,Shaquille Harrison,Wayne Selden,Robin Lopez,Timothe Luwawu-Cabarrot,Ryan Arcidiacono,,Brian Forte,-1.5,-1.5,215,-1.5,-2, -2 -09,-2,-2,215,-130,-3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801214,4/9/19,Toronto,R,26,43,29,22,,,,,,120,240,46,88,16,37,12,17,7,47,54,24,17,10,18,18,5,120,103.7,103.7,115.7,96.4,1,Kawhi Leonard,Pascal Siakam,Marc Gasol,Danny Green,Fred VanVleet,Matt Boland,Dedric Taylor,-6.5,-6.5,229,-22.5,-7.5, -7.5 -11,-7.5,-7.5,227,-335,1.5,,
NBA 2018-2019 Regular Season,21801214,4/9/19,Minnesota,H,28,19,31,22,,,,,,100,240,38,91,13,42,11,14,5,30,35,26,16,10,12,12,9,100,103.7,103.7,96.4,115.7,1,Andrew Wiggins,Dario Saric,Gorgui Dieng,Josh Okogie,Tyus Jones,,Sean Wright,229,6.5,229,227.5,227.5u14 ,227.5,227,7.5,227,271,109.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801215,4/9/19,Golden State,R,18,38,32,24,,,,,,112,240,43,89,12,30,14,21,11,47,58,25,17,8,14,15,3,112,103,103,108.7,100,1,Alfonzo McKinnie,Draymond Green,DeMarcus Cousins,Jacob Evans,Stephen Curry,Curtis Blair,CJ Washington,-10 EVEN,-10,235,-25,-21,-9.5,-19,-10,235.5,-500,-5,,
NBA 2018-2019 Regular Season,21801215,4/9/19,New Orleans,H,19,37,23,24,,,,,,103,240,44,99,9,33,6,10,7,35,42,29,15,9,10,10,1,103,103,103,100,108.7,1,Kenrich Williams,Christian Wood,Jahlil Okafor,Ian Clark,Elfrid Payton,,Josh Tiven,235,10,235,234,235,234.5,235.5,10,235.5,384,114u15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801216,4/9/19,Phoenix,R,18,20,41,30,,,,,,109,240,38,88,13,35,20,28,5,33,38,21,22,13,14,14,6,109,106.4,106.4,102.4,112.7,1,Mikal Bridges,Dragan Bender,Ray Spalding,Josh Jackson,Elie Okobo,Kane Fitzgerald,Natalie Sago,223,7.5,223,224.5,226, 226u13,226,8.5,226,316,109.5,,
NBA 2018-2019 Regular Season,21801216,4/9/19,Dallas,H,33,35,30,22,,,,,,120,240,41,91,16,40,22,27,18,46,64,28,24,6,21,22,6,120,106.4,106.4,112.7,102.4,1,Justin Jackson,Dirk Nowitzki,Dwight Powell,Devin Harris,Luka Doncic,,Tyler Ford,-7.5,-7.5,223,-8.5,-22.5, -8.5 -12,-13.5,-8.5,226,-400,2.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801217,4/9/19,Denver,R,21,38,27,22,,,,,,108,240,41,88,12,25,14,22,3,28,31,24,28,9,7,7,3,108,98.6,98.6,109.5,119.7,1,Will Barton,Paul Millsap,Nikola Jokic,Gary Harris,Jamal Murray,Mark Ayotte,Justin Van Duyne,214.5,2.5,214.5,214,214u18 ,213.5,212.5,2,212.5,100,103.5o15,,
NBA 2018-2019 Regular Season,21801217,4/9/19,Utah,H,27,33,31,27,,,,,,118,240,41,78,10,27,26,34,9,39,48,24,21,5,15,15,5,118,98.6,98.6,119.7,109.5,1,Joe Ingles,Derrick Favors,Rudy Gobert,Royce O'Neale,Donovan Mitchell,,John Goble,-2.5,-2.5,214.5,-2.5,-14.5, -2.5 -04,-7,-2,212.5,-120,-1,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801218,4/9/19,Houston,R,32,28,33,18,,,,,,111,240,38,88,18,53,17,20,9,33,42,18,21,7,11,11,7,111,95.8,95.8,115.9,116.9,1,Eric Gordon,PJ Tucker,Clint Capela,James Harden,Chris Paul,Zach Zarba,Aaron Smith,-1,-1,228,-2.5,-18, -3 -14,-18,-3,229.5,-150,-13.5,,
NBA 2018-2019 Regular Season,21801218,4/9/19,Oklahoma City,H,26,25,29,32,,,,,,112,240,40,96,16,41,16,20,18,38,56,20,19,5,12,12,2,112,95.8,95.8,116.9,115.9,1,Paul George,Jerami Grant,Steven Adams,Terrance Ferguson,Russell Westbrook,,James Williams,228,1,228,230.5,230.5u11 ,229,229.5,3,229.5,130,112.5o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801219,4/9/19,Portland,R,26,27,20,31,,,,,,104,240,37,90,11,37,19,22,11,34,45,18,14,8,12,14,10,104,98.7,98.7,105.3,102.3,1,Maurice Harkless,Al-Farouq Aminu,Enes Kanter,CJ McCollum,Damian Lillard,JB DeRosa,Ben Taylor,-9,-9,224.5,-23,-9.5, -9.5 -19,-25,-10,226,-520,-19,,
NBA 2018-2019 Regular Season,21801219,4/9/19,LA Lakers,H,25,23,26,27,,,,,,101,240,40,94,10,29,11,17,17,34,51,29,19,6,17,17,6,101,98.7,98.7,102.3,105.3,1,Jemerrio Jones,Mike Muscala,JaVale McGee,Kentavious Caldwell-Pope,Alex Caruso,,Ed Malloy,224.5,9,224.5,224.5,224.5,224.5,226,10,226,397,115.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801220,4/10/19,Indiana,R,35,38,36,26,,,,,,135,240,45,98,12,30,33,39,13,30,43,22,28,12,8,8,7,135,107.7,107.7,125.3,124.4,2,Doug McDermott,TJ Leaf,Kyle O'Quinn,Tyreke Evans,Darren Collison,Rodney Mott,Mitchell Ervin,-1.5,-1.5,225,224.5,225.5,226.5,227,5.5,227,198,111.5,,
NBA 2018-2019 Regular Season,21801220,4/10/19,Atlanta,H,28,41,34,31,,,,,,134,240,43,103,17,41,31,38,22,39,61,29,25,5,17,17,7,134,107.7,107.7,124.4,125.3,2,Taurean Prince,John Collins,Alex Len,Kevin Huerter,Trae Young,,Mark Lindsay,225,1.5,225,-5,-20, -5 -22,-20.5,-5.5,227,-238,-11,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801221,4/10/19,Miami,R,23,24,24,23,,,,,,94,240,38,98,8,41,10,15,8,46,54,22,12,9,14,15,4,94,107.8,107.8,87.2,104.8,3IN4-B2B,Justise Winslow,Kelly Olynyk,Udonis Haslem,Dwyane Wade,Goran Dragic,Scott Foster,Gediminas Petraitis,218,3.5,218,218,219,219.5,218.5,5,218.5,170,107.5,,
NBA 2018-2019 Regular Season,21801221,4/10/19,Brooklyn,H,32,31,29,21,,,,,,113,240,43,114,21,58,6,7,20,48,68,29,13,7,12,12,3,113,107.8,107.8,104.8,87.2,2,Treveon Graham,Rodions Kurucs,Jarrett Allen,Caris LeVert,D'Angelo Russell,,Courtney Kirkland,-3.5,-3.5,218,-5.5,-5,-4.5,-20,-5,218.5,-200,2,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801222,4/10/19,Orlando,R,30,32,35,25,,,,,,122,240,48,88,11,30,15,20,9,30,39,24,19,5,6,6,2,122,91.9,91.9,132.8,124.1,2,Wes Iwundu,Aaron Gordon,Khem Birch,Evan Fournier,D.J. Augustin,Marc Davis,Kevin Scott,-1 EVEN,-1,219,217.5,219,218.5,217.5,4.5,217.5,163,106.5,,
NBA 2018-2019 Regular Season,21801222,4/10/19,Charlotte,H,25,33,30,26,,,,,,114,240,41,78,8,29,24,27,4,28,32,21,14,3,8,8,4,114,91.9,91.9,124.1,132.8,3IN4-B2B,Nicolas Batum,Miles Bridges,Bismack Biyombo,Dwayne Bacon,Kemba Walker,,Eric Dalen,219,1,219,-4,-22.5, -4.5 -11,-19.5,-4.5,217.5,-190,-10.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801223,4/10/19,Detroit,R,36,29,27,23,,,,,,115,240,41,85,14,33,19,20,11,45,56,25,23,5,13,14,2,115,94,94,122.3,94.7,3IN4-B2B,Bruce Brown,Thon Maker,Andre Drummond,Wayne Ellington,Reggie Jackson,Ron Garretson,David Guthrie,-9,-9,208,-9,-8.5, -8.5 -15,-13.5,-8.5,205,-400,0.5,,
NBA 2018-2019 Regular Season,21801223,4/10/19,New York,H,22,19,18,30,,,,,,89,240,31,77,9,30,18,25,4,29,33,23,17,7,11,11,5,89,94,94,94.7,122.3,3IN4-B2B,Kevin Knox,Luke Kornet,Mitchell Robinson,Damyean Dotson,Mario Hezonja,,Matt Boland,208,9,208,205,205o12 , 205o11,205,8.5,205,317,99.5o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801224,4/10/19,Chicago,R,20,22,22,45,,,,,,109,240,45,95,9,24,10,15,9,30,39,21,13,4,7,8,3,109,97.3,97.3,112,128.4,B2B,Wayne Selden,Timothe Luwawu-Cabarrot,Robin Lopez,Shaquille Harrison,Ryan Arcidiacono,Mike Callahan,Ray Acosta,223,8.5,223,219,218o11 ,218,219,6.5,219,211,109.5u15,,
